부담도 별거 없고 미래에 대한 인사이트도 키울수있습니다. 교수님도 너무 좋고 중간에 추가된 스트레칭 수업도 너무 좋았어요,강의 목표와 수업 내용은 다를 수 있다. 이름만 디자인띵킹.,수업끝나고 매번 시험봄 앞페이지 객관식 뒷페에지 주관식 중간고사쯤 점수알려주는데 그때 에이플라인이라 마음놓고 있다가 에제로 내려감
유익이 되는 부분이 없음 3학점짜리 강의라 학점 채우기는 편한데 그거 말곤 도움 되는 부분 1도 없음,수업은 플립러닝 방식입니다 수업 전에 싸강을 들어야하고요 듣고나서 그거 관련해서 학생끼리 토론을 시킨다 라고 하지만 말만 그렇지 자기뽕에 취해서 끊임없이 말해요 싸강 듣고서 그 싸강 관련 보고서 매주 제출해야하는데 심히 극혐입니다 귀찮아요 시험이 없으니 꿀일 것같지만 과제가 ㅆ극혐입니다 조를 짜서 특허를 내라고 하는데 ㄹㅇ 부숴버리고싶습니다 4차 산업혁명의 이해라고 해놓고 4알못들한테 개념만 대충 알려주는 싸강 보라고 시키고서는 알아서 다 하라고하죠 ㅎ 센서 이용법 코딩법 다 알아서 찾아서 해야합니다 교수한테 개념이해가 잘 안되서 메일을 보냈는데 메일 차단을 먹었어요 사진 첨부 못 하는게 아쉽네요 굳이 미화를 시켜보면 분명히 4차산업혁명과 관련된 기술들에 대해 가볍게라도 알 수 있는데 그냥 차라리 책을 찾아 읽으세요 아 또 교수가 블록체인 포럼인가에 학생들보고 출석하라고 시켜두고 끝나고 강의실에 가서 발표자들이 완전 엉터리라고 하더라고요 자아 충족감이 충만하십니다 앞서 특허를 내는 과제가 있다고 말했는데 말은 이렇게 해두고 구체적인 로드맵도 정해져있지 않고 HX-CORPS에서 기껏 올라간 학생들 지원금을 n빵하면 된다고 하더라고요 (원래 하면 걸리는 일임) 쨌든 뭔가 테마를 정해서 ppt를 만들고 매주 보고하듯이 발표를 해야합니다 마지막 성적은 ppt 발명신고서 특허 관련 논문 세트를 올려서 고퀄인 사람한테 학점이 더 잘 나간다고 합니다 들으실 분 참고하세요 (학부생한테 대체 뭘 원하는거야 이 양반) 얘들을 메일로 보내야하는데 앞서 말했듯이 메일이 차단되어있어서 급하게 자유게시판 QnA 학생게시판 등에 올리며 ㅈㄹ을 했어요 쨌든 이렇게 써놨지만 들으시고싶은 분은 들으세요 저만 당할 수 없으니 ㅎ (설마 이러는데 있겠어?),온라인 강의여서 너무 아쉬웠습니다 그래도 죽음 사인 자살 타살 인체구조에 대해 지식이 많이 생겨서 좋아요 죽음의 카테고리가 생긴 느낌  중간 대체 보고서는 우리나라 미제사건 3가지랑 시나리오 쓰는 거였는데 한 스무장은 써야 에이쁠 나오는듯 기말은 다들 쉽다고 일찍 나가던데 헷갈리는 문제 좀 있었는데 에제 받았어요
성적과 고통은 비례한다 수준이 아니라 수명과 맞교환한 느낌. 과제 수준은 할만한데 한학기 전체가 팀플인 만큼 피피티도 여러번 제작해야하고(처음 만들때부터 제대로 만드는걸 추천) 영상도 제작해야 함. 일단 양이 많아서 팀원 잘못만나면 개고생. 참고로 팀은 같은 과 최대한 떨어뜨리니까 주의. 그리고 전체적으로 교수님이 정답을 정해놓고 거기에 맞춰야하는 느낌이 강했음. 시간 여유롭고 팀플 경험해보고싶고 성적 잘 주면 오케이다 싶으면 추천,중간고사는 배운 곳에서 나와서 그다지 어렵지 않지만 팀플이 너무 힘듭니다 팀원들을 잘 만났음에도 교수님이 요구하시는게 너무 많으시고 고퀄을 원하셔서 힘들었습니다 발표도 너무 많고 피피티 수정만 10번은 넘게 한 것 같아요 ...  전시관 기획이 큰 틀이고 전시 주제를 자유롭게 정해서 발표하는 팀플입니다. 전시물 각 존마다의 스토리가 있고 전시가 머리 속으로 그려질 수 있을 정도의 퀄리티로 만들어야합니다. 그래도 성적은 정말 잘 주시긴합니다 성적만 잘 주면 괜찮다하시는 분들은 추천드려요,교수님 정말 친절하신데 발음이..  그래도 나쁘진 않았음
좋은 강의였습니다..!!  시험은 3번에  과제는 총 두개! 사후경과시간 추정레포트 완전범죄 시나리오 쓰기 였습니다. 시험은 3번으로 나뉘어져있어서그런지 생각보다 부담이 작았어용 근데 확실이 아예모르던내용이라 공부할때 약간 힘들긴했어요.. 근데 완전 신기신기하고 재밌는 내용들이었습니당!! 교수님 사람자체도 짱 좋으시고 수업도 쿨하게 빨리마쳐주시는날들도 많구 강의력도 진짜 짱짱입니당 bb   시험문제...는.. 쪼금 공부한거랑은 다른느낌이었어요 수업을 진짜 집중해서 잘듣고 필기하는게 중요해요..ㅠㅠ 전 이 교수님이 하시는 교양 해부학?이 열리면 또 들을 생각입니다!   조금만 더 열심히할걸..ㅠㅠ 성적은 비쁠이었어용,들으면서 정말 새로운 내용도 많고 사례 같은 거 얘기해주셔서 재밌게 잘 들은 수업 하지만 시험은 생각보다 쉽지 않음. 과제는 완전범죄 시나리오 작성하는 거였음,강의 목표와 수업 내용은 다를 수 있다. 이름만 디자인띵킹.
수업 자체가 재밌는 건 아니지만 나름 들을 만한 내용 + 그리고 매번 일찍 끝내주심 goat. 중간은 시험 안 보고 대체 과제 기말만 시험 봄. 수업하면서 시험에 나올만한 부분 알려주셔서 공부할 내용은 적음. 하지만 내용이 적다고 방심하면 안 되고 자세히 외워야 함. 생각보다 지엽적인 부분에서 문제가 나와서 당황했고 확실히 몇 개 틀렸음에도 A+나옴. 적당히 열심히만 하면 충분히 좋은 성적 얻을 수 있는 강의,1교시 수업이라는 점만 빼면 정말 좋은 수업 중간과제는 적으라는 것만 적으면 됩니다,꼭들으세요 숨겨진꿀강의입니다!! 생명과학1 들으셨으면 편해요
매주 수업시간 다음날까지 제출해야하는 7문제 정도짜리 퀴즈가 있습니다. 주관식 5문제에 서술형 2문제 정도 됩니다. 대부분은 PPT에 답이 있고 서술형은 분량이랑 내용에 맞게 써서 내면 대부분 다 만점 주시는 거 같습니다. 시험도 퀴즈에서 대부분 나와서 퀴즈만 잘 맞추고 잘 정리해 둬서 시험 하루 전에 정리해둔 퀴즈만 복습하면 성적은 잘 나올 거예요. 강의 내용은 과학교양이긴 한데 어려운 부분까지는 안들어가고 고등학교 공통과학 수준까지만 다루는 거 같습니다. 그 외에 우주의 역사 지구의 역사 생명체의 역사 인류의 역사 문명의 역사 등등을 배우는데 가볍게 들으시면 됩니다.,정말 교양으로서 딱 적절한 과목인 것 같습니다. 우선 내용이 어렵지 않습니다. 또한 시험 공부하기도 부담되지 않게 퀴즈에서 그대로 다 나옵니다. 공부할 양도 적고 성적도 후하게 주셔서 교양과목이니 성적 부담 없이 듣고 싶다는 분들에게는 잘 맞을 것 같습니다.,법의학에 관심이 많은 사람이면 한번쯤 들어볼만하다 하지만 과제 두번에 시험이 세번이라 부담스럽다  그리고 시험도 엄청 꼼꼼하게 나온다. 그래도 축제한다고 빼주시고 마지막에 동영상도 한번보여주신다  다른데서 배울수 없는 과목이기도 하고 외우기가 자신있으면 한번쯤 들어볼만하다
교수님 말씀이 교실 뒤까지 잘 들리지 않아 집중이 안될 수 있으니 되도록 앞 4줄 정도에 앉는게 좋습니다.  시험은 지엽적으로 나오니 피피티에 언급하신 학명 등을 모두 외우시는게 좋습니다. 저는 시험 꽤 틀린 것 같은데도 에제(재수강) 나온거 보니 성적은 후하개 주시는 듯 합니다!,교수님은 좋은 분이다... 근데 딴소리가 너무 길어서 처음엔 강의듣는게 당황스러웠다 녹음듣는것도 힘들어서 걍 포기하고 피피티 내용만 하루 외우고 갔는데 에쁠나옴 암기괜찮고 영어거부감없으면 추천 기말 한 번으로 결정됨,문과고 안주홍 교수님 수업은 두 번짼데 둘 다 에제 받음 에플은 무리데스
강의력은 별로지만 교수님 자체는 되게 재밌으시고 좋으신 분 시험은 기말한번만보고 중간 대체과제로 6번정도 다큐보고 감상문 써야함 과제도 없는편이고 팀플 한번있는데 어렵지않음,생물을 사랑하시는 백호 교수님.. 좋은 분인건 백퍼센트 맞는데 뭔가 전달능력이 뛰어나시지는 않는다. 생물을 아는 사람이 들으면 학점 거저 가져갈 수 있고 모르는 사람이 들으면 고통받다 끝날 거 같다. 에쁠 받긴 했지만 원래 알고있던 지식이 더 도움을 주었다.,중간고사-심폐소생술 실습으로 대체 기말고사-필기시험  실용적인 학문 배우고 싶어서 구급법 선택했으나 얻어가는건 심폐소생술 하나 장담컨데 집중해서 듣는다고 해도 얻어가는거 하나도 없음
중간 기말 없이 강연 직후 쪽지시험으로 대체해서 시험기간에 아주 편했어요. 문과지만 과학적 지식을 묻는 것보다는 자기 생각을 서술하는 것이 비중이 커서 쉽게 에이쁠 받을 수 있었습니다. 객관식은 필기하면서 들어서 항상 한두 개 틀리거나 다 맞았고 주관식은 서론 본론 결론 양식 지켜서 썼어요. 항상 양옆 여백 적당히 두고 a4 다 채울 정도의 양으로 썼습니다. 내용은 기발하지 않고 진부했고 '강연에서 언급한 것에 의하면'  '강연자님이 강조하신 내용을 통해' 이런 식으로 써서 강연을 집중해서 들었다는 것을 어필하기 위해 노력했습니다. 시험기간 때 편하고 학점도 후하게 주시는 것 같아 추천드려요!!,옴니버스식 강의 수업 열심히 듣고 꼼꼼히 메모하고 그날 그날 퀴즈보는거 잘 써서 내면 점수는 따놓은 당상입니다~,교수님이 친절하시고 학생들에게 관심도 많으시다. 학생들 1:1로 레포트랑 중간 시험 결과 알려주면서 상담도 해 주심. 애초에 20명 안 되는? 인원이었기 때문에 좀 감안하고 봐야 하는 부분이 있음. 출석은 좀 여유롭게 체크하셨음. 한 2~3분?  과제는 레포트 하나 있는데 수업 인원이 적어서 주제 안 겹치게 일일이 체크해서 분배했음. 글 내용도 중요하지만 단어 사용 글 구조 등 형식적인 면도 꼼꼼하게 챙겨보심.  시험은 중간+기말. 두 번 다 5문제 객관식+2문제  서술형이었음. 서술형은 분량을 중시하지는 않으시는 것 같은데 쓰다 보면 길어짐. 사람 적어서 학점 걱정했는데 다 같이 못 봤던 건지 학점 잘 받음. 한국 공학 발전사를 배움. 근데 뭐랄까 문과 입장에서는 카이스트니 연구소니 하는 것들이 생소하고 이과 입장에서는 역사를 배운다는 게 생소해서 결과적으로는 모두에게 낯선 수업. 배경지식 때문에 불리할 일은 없을 듯. 그렇지만 개인적으로는 수업 내용 때문에 흥미를 느끼기도 힘들었음.
인공지능에 대한 여러 이슈들을 쉽게 접할 수 있음. 교수님도 좋으시고 책 읽고 발제문 작성하기랑 팀플이 있지만 성적을 후하게 주시기 때문에 괜찮다고 생각함,인공지능에 대해 더 깊이 알 수 있었고 강의도 무난합니다,솔직히 수업보다 사담이나 오픈채팅방에 올라오는 질문에 대한 답이 더 시간을 많이 잡아서 너무 집중력이 분산되는느낌입니다.. 사담많은거 싫어하면 비추
저는 잘 모르겠습니다. 성적과는 별개로 뭘 얻어가는지는 잘 모르겠네요. 마지막 기말 레포트도 의미있다기보다는 그냥 과학과 역사에 끼워맞춘 레포트 쓰는 것 같아요.,저는 잘 모르겠습니다. 성적과는 별개로 뭘 얻어가는지는 잘 모르겠네요. 마지막 기말 레포트도 의미있다기보다는 그냥 과학과 역사에 끼워맞춘 레포트 쓰는 것 같아요.,공부 열심히 한다는 사람 많았다고 들었는데 생각보다 쉽게 학점 챙겨 가네요 그냥 피피티 좀 보고 갔는데 전부 다 썼습니다
주거 전반적인 내용을 담아서 다양한 문화권의 주거 형태를 배울 수 있어서 좋았습니다. 아침 수업이란 거 제외하면 매우 만족스러운 강의였습니다.,1교시 수업이라는 점만 빼면 정말 좋은 수업 중간과제는 적으라는 것만 적으면 됩니다,과제는 매주 핵심 내용 정리하기 수업 내용은 중간중간 쓸데없는 내용이 많이 끼어있고 녹화강의는 잡음 엄청 심함. 솔직히 강의력도 많이 딸린다. 그리고 문과생은 쉽게 이해하기 힘듭니다. 꽤 열심히 공부해야함. 강의력 생각하면 비추. 많이 답답함. 그래도 문과인데 에이제로 정도면 나같은 경우엔 평타정도는 친듯.
교수님이 정말 좋으신 분인것과 별개로 강의는 정말 빡셉니다. 매주 3시간을 실강으로 듣는데 배워가는 게 정말 많지만 그만큼 정말 힘듭니다. 각오하시고 듣길 바랍니다. 다만 생각한것보다 학점은 정말 잘주시는 편입니다. 강의가 힘들뿐..,강의를 열심히 안들은 나는 머저리 ㅠㅠ 수업 빡세요. 과제 많아요. 다 챙기기 힘들어요 ㅠㅠ 그래도 이런 험난한 수업을 이겨내고 결과물을 보면 그래도 열정이게 과목 하나 수강했다는 쾌감을 얻을 수 있습니다.,너무 좋습니당 갓주홍교수님♥ 처음에 안내하실 때 비율 깐깐한 줄 알았는데 결국 쁠 채워주셨어용
멀쩡한 정신으로 강의 들은 기억이 거의 없음 강의력은 별로 좋지는 않으시고 수업 내용도 그으닥… 시험도 한번 피피티 열심히 외워갔는데 성적 에제 나왔다가 에쁠로 올려주심 대신 과제는 귀찮음 매주 영상 보고 감상문 쓰거나 가끔씩 조사하는거 내주시기도 함,중간고사 대체로 감상문 써서 냈음 생명과학쪽 기본 지식이 있으면 굉장히 편한 수업 교수님 수업은 졸린 편,교수님이 정말 좋으시며 학점 꽉꽉 채워주십니다 시험이 없기에 수업을 열심히 안들으셔도 됩니다 교수님께서 창의적인걸 좋아하시기에 리포트와 조별과제에서 임팩트 있는 모습을 보여준다면 좋은 성적을 받아가실 수 있을 것 같습니다
진짜 좋았음. 내용도 유익하고 팀플도 너무 재밌게 했음. 즐기면서 에이쁠 딴 과목.,ㅁ친놈들 모인 수업이라면서 선배들이 겁주길래 학점안나올까봐 걱정했는데 그냥 바로 a+ 그렇게 독창적이지도 않았는데 그냥 앵간하게 했다라고 생각했는데 그랬음 들을민함,시험은 총 세 번. 시험 보고 다음주나 다다음주쯤에 성적 알려주니까 자기 위치 알기 좋음. 과제가 두 번 나왔는데 하나는 혈중알콜농도 관련한 거 그리고 기말때 내는 게 미제사건 3건에 대해 조사하는 거. 꽤 비중이 있던 거로 기억함. 시험 한 번 정도였던가 합쳐서. 과목 자체가 꽤 특이한 과목이라 흥미있는 주제라면 재밌게 들을 수 있을 거고 아니라면 듣기 힘들 것 같음. 부검하면서 찍은 사진들 여기저기서 막 튀어나오는데 그런 거 못 보는 사람이라면(두개골 열었을 때 뇌 들어있는 사진이라던지 목매단 시체라던지 동맥이 완전히 잘릴만큼 심하게 베인 사진이라단지) 절대로 수강하지 말 것. 암기할 내용은 교양치고 많은 편이긴 한데 나올만한 문제 위주로 나오는 편임.
진짜 이 강의는 인생 강의에요. 학점도 생각보다 훨씬 잘 주시고 배워가는 내용도 많습니다! 수업 두 번까지는 빠져도 출결에 반영안하십니다! 교수님이 학생 하나하나 일일히 상담해주시고 과제 보면서 앞으로 글쓸 때는 어떻게 해야하는지도 알려주세요! 진짜 진짜 추천드려요!!,강의를 열심히 안들은 나는 머저리 ㅠㅠ 수업 빡세요. 과제 많아요. 다 챙기기 힘들어요 ㅠㅠ 그래도 이런 험난한 수업을 이겨내고 결과물을 보면 그래도 열정이게 과목 하나 수강했다는 쾌감을 얻을 수 있습니다.,교수님이 학생들 편의를 많이 봐주심. 갓민경교수님..
정말 유익했던 강의입니다.  다만 외울 용어는 미리미리 외워두셔야합니다. 저처럼 사슴 공부를 시전하신다면 교양 주제에 전공 공부 양을 상회할 수 있으니 성적이 중요한 분 들께서는 조금씩 복습해두시면 좋을 것 같습니다.  다행인 것은 교수님께서 시험에 무엇을 내실 지를 계속하여 강조하십니다. 그러나 교수님 목소리가 마이크를 쓰시는데도 잘 분별이 안되는 목소리라 주의 깊게 듣고 싶은 분께서는 앞자리에 앉는 게 좋을 것 같습니다.  또 굉장히 열심히 하는 학생들이 많기에 열심히 하지 않으면 탈탈 털리기 좋은 과목입니다. 따라서 수강 인원이 50명은 넘을 때 듣는게 좋을 것 같습니다.  수업은 교수님께서 만드신 ppt로 진행되는데 중간중간 없는 내용도 있고 사진이 잘려 생략된 내용도 꽤 있으니 수업시간에 잘 적어두시길 바랍니다.  일단 첫 시간엔 인체 용어 전반을 배우기 위해 라틴어 그리스어 이탈리아 어 어원등 용어를 쉽게 외우기 위한 것들을 배웁니다. 이후 각 인체 파트별로 각 부분에 대해 세부적으로 공부하게됩니다. (심지어 정신의학까지도 다루십니다.)  이렇게 방대한 내용을 한 학기만에 다루게 되기에 가히 어마어마한 암기량을 자랑합니다. 그래도 시험은 다같이 모여서 의학관에서 온라인 시험을 보는데 객관식 단답형 주관식이 섞여있고 수업시간에 다 강조하신 부분이라 생각보다 풀만합니다(?)  학기말에는 희망자에 한해 직접 방부처리된 카데바를 의학관 해부학실에서 보는 경험을 할 수도 있게 배려해주십니다.  한양대에 오셔서 의학도의 꿈을 꾸고 계셨거나 의학에 관심이 많은 분들이 들으신다면 이러한 지적 갈증을 해소할 수 있는 좋은 강좌임엔 분명하다 생각됩니다. 하지만 그 만큼 수강 집단의 수준 또한 높기에 잘 생각하고 들으시면 좋을 것 같습니다.,내가 한양대 어떻게 왔지라는 생각을 한번이라도 했으면 듣지 마세요  수업 : 재밌음 다만 내용이 엄청 엄청 많음 과제 : 매주 퀴즈 10문제 수업 안 들었으면 절대 못 품 워드에 배운 내용 다 정리하고 검색 기능을 찾아가며 풀면 최소 8점은 나오긴 하지만 꽤나 귀찮음 퀴즈 내용이 시험에 그대로 나오기도 함 시험 2회 : 본인은 멍청해서 일주일동안 이 강의만 공부했는데도 B+ 나옴 퀴즈 내용이 그대로 나오는 경우도 있음,C+ 받았지만 열심히 안한 내 책임이라고 생각이 들 정도로 교수님이 매우 친절하시고 열심히 가르쳐주신 수업.. 세시간동안 교양수업듣는 게 좀 힘들긴 했지만 내 시험 과제가 다 퀄리티도 낮고 누가봐도 대충 공부한게 티가 많이 났는데  레포트 잘쓰는 방법까지 가르쳐주신 교수님 ㅠㅠ  소규모 강의라 그렇지 비율은 진짜 혜자였을 것같다..
